iter	Passed	Remaining
351	70	130
352	71	130
353	71	130
354	71	130
355	71	129
356	72	129
357	72	129
358	72	129
359	72	129
360	72	128
361	73	128
362	73	128
363	73	128
364	73	127
365	73	127
366	73	127
367	74	127
368	74	127
369	74	126
370	74	126
371	74	126
372	75	126
373	75	126
374	75	125
375	75	125
376	75	125
377	76	125
378	76	124
379	76	124
380	76	124
381	76	124
382	77	124
383	77	123
384	77	123
385	77	123
386	77	123
387	77	122
388	78	122
389	78	122
390	78	122
391	78	122
392	78	121
393	79	121
394	79	121
395	79	121
396	79	121
397	79	120
398	80	120
399	80	120
400	80	120
401	80	120
402	80	119
403	81	119
404	81	119
405	81	119
406	81	119
407	81	118
408	81	118
409	82	118
410	82	118
411	82	117
412	82	117
413	82	117
414	83	117
415	83	117
416	83	116
417	83	116
418	83	116
419	84	116
420	84	115
421	84	115
422	84	115
423	84	115
424	85	115
425	85	114
426	85	114
427	85	114
428	85	114
429	86	114
430	86	113
431	86	113
432	86	113
433	86	113
434	86	112
435	87	112
436	87	112
437	87	112
438	87	112
439	87	111
440	88	111
441	88	111
442	88	111
443	88	111
444	88	110
445	89	110
446	89	110
447	89	110
448	89	110
449	89	109
450	90	109
451	90	109
452	90	109
453	90	109
454	90	108
455	91	108
456	91	108
457	91	108
458	91	107
459	91	107
460	91	107
461	92	107
462	92	107
463	92	106
464	92	106
465	92	106
466	93	106
467	93	106
468	93	105
469	93	105
470	93	105
471	94	105
472	94	105
473	94	104
474	94	104
475	94	104
476	95	104
477	95	104
478	95	103
479	95	103
480	95	103
481	96	103
482	96	103
483	96	102
484	96	102
485	96	102
486	96	102
487	97	102
488	97	101
489	97	101
490	97	101
491	97	101
492	98	100
493	98	100
494	98	100
495	98	100
496	99	100
497	99	100
498	100	100
499	100	100
500	100	100
501	100	99
502	101	99
503	101	99
504	101	99
505	101	99
506	101	98
507	102	98
508	102	98
509	102	98
510	102	98
511	102	97
512	102	97
513	103	97
514	103	97
515	103	97
516	103	96
517	103	96
518	104	96
519	104	96
520	104	96
521	104	95
522	104	95
523	105	95
524	105	95
525	105	95
526	105	94
527	105	94
528	106	94
529	106	94
530	106	94
531	106	93
532	106	93
533	107	93
534	107	93
535	107	93
536	107	92
537	107	92
538	108	92
539	108	92
540	108	91
541	108	91
542	108	91
543	109	91
544	109	91
545	109	91
546	109	90
547	109	90
548	110	90
549	110	90
550	110	90
551	110	89
552	110	89
553	111	89
554	111	89
555	111	89
556	111	88
557	111	88
558	112	88
559	112	88
560	112	88
561	112	87
562	112	87
563	113	87
564	113	87
565	113	87
566	113	86
567	113	86
568	114	86
569	114	86
570	114	86
571	114	85
572	114	85
573	115	85
574	115	85
575	115	84
576	115	84
577	115	84
578	116	84
579	116	84
580	116	83
581	116	83
582	116	83
583	117	83
584	117	83
585	117	82
586	117	82
587	117	82
588	118	82
589	118	82
590	118	81
591	118	81
592	118	81
593	119	81
594	119	81
595	119	81
596	119	80
597	119	80
598	120	80
599	120	80
600	120	79
601	120	79
602	120	79
603	121	79
604	121	79
605	121	78
606	121	78
607	121	78
608	122	78
609	122	78
610	122	77
611	122	77
612	122	77
613	123	77
614	123	77
615	123	76
616	123	76
617	123	76
618	123	76
619	124	76
620	124	75
621	124	75
622	124	75
623	124	75
624	125	75
625	125	74
626	125	74
627	125	74
628	125	74
629	126	74
630	126	73
631	126	73
632	126	73
633	126	73
634	127	73
635	127	72
636	127	72
637	127	72
638	128	72
639	128	72
640	128	71
641	128	71
642	128	71
643	129	71
644	129	71
645	129	70
646	129	70
647	129	70
648	130	70
649	130	70
650	130	69
651	130	69
652	130	69
653	131	69
654	131	69
655	131	68
656	131	68
657	131	68
658	132	68
659	132	68
660	132	67
661	132	67
662	132	67
663	133	67
664	133	67
665	133	66
666	133	66
667	133	66
668	133	66
669	134	66
670	134	65
671	134	65
672	134	65
673	135	65
674	135	65
675	135	64
676	135	64
677	135	64
678	135	64
679	136	64
680	136	63
681	136	63
682	136	63
683	136	63
684	137	63
685	137	62
686	137	62
687	137	62
688	137	62
689	138	62
690	138	61
691	138	61
692	138	61
693	138	61
694	139	61
695	139	60
696	139	60
697	139	60
698	139	60
699	140	60
700	140	59
701	140	59
702	140	59
703	140	59
704	141	59
705	141	58
706	141	58
707	141	58
708	141	58
709	141	57
710	142	57
711	142	57
712	142	57
713	142	57
714	142	56
715	143	56
716	143	56
717	143	56
718	143	56
719	143	55
720	144	55
721	144	55
722	144	55
723	144	55
724	144	54
725	145	54
726	145	54
727	145	54
728	145	54
729	145	53
730	146	53
731	146	53
732	146	53
733	146	53
734	146	52
735	147	52
736	147	52
737	147	52
738	147	52
739	147	51
740	148	51
741	148	51
742	148	51
743	148	51
744	148	50
745	149	50
746	149	50
747	149	50
748	149	50
749	149	49
750	149	49
751	150	49
752	150	49
753	150	49
754	150	48
755	150	48
756	151	48
757	151	48
758	151	48
759	151	47
760	151	47
761	151	47
762	152	47
763	152	47
764	152	46
765	152	46
766	152	46
767	153	46
768	153	46
769	153	45
770	153	45
771	153	45
772	154	45
773	154	45
774	154	44
775	154	44
776	154	44
777	155	44
778	155	44
779	155	43
780	155	43
781	155	43
782	156	43
783	156	43
784	156	42
785	156	42
786	156	42
787	157	42
788	157	42
789	157	41
790	157	41
791	157	41
792	157	41
793	158	41
794	158	40
795	158	40
796	158	40
797	159	40
798	159	40
799	159	39
800	159	39
801	159	39
802	160	39
803	160	39
804	160	38
805	160	38
806	161	38
807	161	38
808	161	38
809	161	37
810	162	37
811	162	37
812	162	37
813	162	37
814	162	36
815	163	36
816	163	36
817	163	36
818	163	36
819	163	35
820	163	35
821	164	35
822	164	35
823	164	35
824	164	34
825	164	34
826	165	34
827	165	34
828	165	34
829	165	33
830	165	33
831	166	33
832	166	33
833	166	33
834	166	32
835	167	32
836	167	32
837	167	32
838	167	32
839	167	31
840	168	31
841	168	31
842	168	31
843	168	31
844	168	30
845	169	30
846	169	30
847	169	30
848	169	30
849	169	29
850	170	29
851	170	29
852	170	29
853	170	29
854	170	28
855	170	28
856	171	28
857	171	28
858	171	28
859	171	27
860	171	27
861	172	27
862	172	27
863	172	27
864	172	26
865	172	26
866	173	26
867	173	26
868	173	26
869	173	25
870	173	25
871	174	25
872	174	25
873	174	25
874	174	24
875	174	24
876	175	24
877	175	24
878	175	24
879	175	23
880	175	23
881	176	23
882	176	23
883	176	23
884	176	22
885	176	22
886	177	22
887	177	22
888	177	22
889	177	21
890	177	21
891	178	21
892	178	21
893	178	21
894	178	20
895	178	20
896	179	20
897	179	20
898	179	20
899	179	19
900	179	19
901	180	19
902	180	19
903	180	19
904	180	18
905	180	18
906	181	18
907	181	18
908	181	18
909	181	17
910	181	17
911	182	17
912	182	17
913	182	17
914	182	16
915	182	16
916	183	16
917	183	16
918	183	16
919	183	15
920	183	15
921	184	15
922	184	15
923	184	15
924	184	14
925	184	14
926	184	14
927	185	14
928	185	14
929	185	13
930	185	13
931	186	13
932	186	13
933	186	13
934	186	12
935	186	12
936	187	12
937	187	12
938	187	12
939	187	11
940	188	11
941	188	11
942	188	11
943	188	11
944	188	10
945	189	10
946	189	10
947	189	10
948	189	10
949	189	9
950	190	9
951	190	9
952	190	9
953	190	9
954	190	8
955	191	8
956	191	8
957	191	8
958	191	8
959	191	7
960	192	7
961	192	7
962	192	7
963	192	7
964	192	6
965	193	6
966	193	6
967	193	6
968	193	6
969	193	5
970	194	5
971	194	5
972	194	5
973	194	5
974	194	4
975	194	4
976	195	4
977	195	4
978	195	4
979	195	3
980	195	3
981	196	3
982	196	3
983	196	3
984	196	2
985	196	2
986	197	2
987	197	2
988	197	2
989	197	1
990	197	1
991	198	1
992	198	1
993	198	1
994	198	0
995	199	0
996	199	0
997	199	0
998	199	0
999	200	0
